GEOID10,STATE,COUNTY,land_sqmi,dens2010
48075,Texas,Childress,696.40,10.11
48077,Texas,Clay,1088.72,9.88
48079,Texas,Cochran,775.15,4.03
48081,Texas,Coke,911.47,3.64
48083,Texas,Coleman,1261.95,7.05
48085,Texas,Collin,841.22,930.00
48087,Texas,Collingsworth,918.44,3.33
48089,Texas,Colorado,960.27,21.74
48091,Texas,Comal,559.48,193.88
48093,Texas,Comanche,937.75,14.90
48095,Texas,Concho,983.80,4.15
48097,Texas,Cooke,874.76,43.94
48099,Texas,Coryell,1052.07,71.66
48101,Texas,Cottle,900.56,1.67
48103,Texas,Crane,785.07,5.57
48105,Texas,Crockett,2807.33,1.32
48107,Texas,Crosby,900.20,6.73
48109,Texas,Culberson,3812.80,0.63
48111,Texas,Dallam,1503.26,4.46
48113,Texas,Dallas,871.28,2718.00
48115,Texas,Dawson,900.31,15.36
48117,Texas,Deaf Smith,1496.87,12.94
48119,Texas,Delta,256.83,20.37
48121,Texas,Denton,878.43,754.31
48123,Texas,Dewitt,908.98,22.11
48125,Texas,Dickens,901.72,2.71
48127,Texas,Dimmit,1328.88,7.52
48129,Texas,Donley,926.89,3.97
48131,Texas,Duval,1793.48,6.57
48133,Texas,Eastland,926.49,20.06
48135,Texas,Ector,897.69,152.76
48137,Texas,Edwards,2117.86,0.95
48139,Texas,Ellis,935.49,159.93
48141,Texas,El Paso,1012.69,790.61
48143,Texas,Erath,1083.07,34.98
48145,Texas,Falls,765.48,23.34
48147,Texas,Fannin,890.84,38.07
48149,Texas,Fayette,950.01,25.85
48151,Texas,Fisher,898.94,4.42
48153,Texas,Floyd,992.14,6.50
48155,Texas,Foard,704.40,1.90
48157,Texas,Fort Bend,861.48,679.50
48159,Texas,Franklin,284.39,37.29
48161,Texas,Freestone,877.74,22.58
48163,Texas,Frio,1133.50,15.19
48165,Texas,Gaines,1502.37,11.67
48167,Texas,Galveston,378.36,769.93
48169,Texas,Garza,893.41,7.23
48171,Texas,Gillespie,1058.21,23.47
48173,Texas,Glasscock,900.22,1.36
48175,Texas,Goliad,852.01,8.46
48177,Texas,Gonzales,1066.69,18.57
48179,Texas,Gray,925.97,24.34
48181,Texas,Grayson,932.80,129.58
48183,Texas,Gregg,273.30,445.40
48185,Texas,Grimes,787.46,33.78
48187,Texas,Guadalupe,711.30,184.92
48189,Texas,Hale,1004.68,36.10
48191,Texas,Hall,883.49,3.80
48193,Texas,Hamilton,835.91,10.19
48195,Texas,Hansford,919.81,6.10
48197,Texas,Hardeman,695.11,5.95
48199,Texas,Hardin,890.57,61.35
48201,Texas,Harris,1703.48,2402.41
48203,Texas,Harrison,899.95,72.93
48205,Texas,Hartley,1462.03,4.15
48207,Texas,Haskell,903.13,6.53
48209,Texas,Hays,677.98,231.73
48211,Texas,Hemphill,906.29,4.20
48213,Texas,Henderson,873.75,89.88
48215,Texas,Hidalgo,1570.87,493.21
48217,Texas,Hill,958.86,36.59
48219,Texas,Hockley,908.39,25.25
48221,Texas,Hood,420.64,121.68
48223,Texas,Hopkins,767.17,45.83
48225,Texas,Houston,1230.91,19.28
48227,Texas,Howard,900.79,38.87
48229,Texas,Hudspeth,4570.98,0.76
48231,Texas,Hunt,840.32,102.50
48233,Texas,Hutchinson,887.42,24.96
48235,Texas,Irion,1051.56,1.52
48237,Texas,Jack,910.66,9.93
48239,Texas,Jackson,829.43,16.97
48241,Texas,Jasper,938.85,38.04
48243,Texas,Jeff Davis,2264.56,1.03
48245,Texas,Jefferson,876.30,287.89
48247,Texas,Jim Hogg,1136.14,4.66
48249,Texas,Jim Wells,864.97,47.21
48251,Texas,Johnson,724.69,208.27
48253,Texas,Jones,928.55,21.76
48255,Texas,Karnes,747.56,19.83
48257,Texas,Kaufman,780.70,132.38
48259,Texas,Kendall,662.45,50.43
48261,Texas,Kenedy,1458.33,0.29
48263,Texas,Kent,902.51,0.90
48265,Texas,Kerr,1103.32,44.98
48267,Texas,Kimble,1250.99,3.68
48269,Texas,King,910.87,0.31
48271,Texas,Kinney,1360.05,2.65
48273,Texas,Kleberg,881.31,36.38
48275,Texas,Knox,850.62,4.37
48277,Texas,Lamar,907.19,54.89
48279,Texas,Lamb,1016.18,13.75
48281,Texas,Lampasas,712.84,27.60
48283,Texas,La Salle,1486.69,4.63
48285,Texas,Lavaca,969.71,19.86
48287,Texas,Lee,629.02,26.41
48289,Texas,Leon,1073.15,15.66
48291,Texas,Liberty,1158.42,65.30
48293,Texas,Limestone,905.29,25.83
48295,Texas,Lipscomb,932.18,3.54
48297,Texas,Live Oak,1039.70,11.09
48299,Texas,Llano,934.03,20.66
48301,Texas,Loving,668.93,0.12
48303,Texas,Lubbock,895.60,311.33
48305,Texas,Lynn,891.87,6.63
48307,Texas,McCulloch,1065.60,7.77
48309,Texas,McLennan,1037.10,226.50
48311,Texas,McMullen,1139.43,0.62
48313,Texas,Madison,466.07,29.32
48315,Texas,Marion,380.88,27.69
48317,Texas,Martin,914.94,5.25
48319,Texas,Mason,928.80,4.32
48321,Texas,Matagorda,1100.28,33.36
48323,Texas,Maverick,1279.26,42.41
48325,Texas,Medina,1325.36,34.71
48327,Texas,Menard,902.03,2.49
48329,Texas,Midland,900.30,152.03
48331,Texas,Milam,1016.93,24.34
48333,Texas,Mills,748.26,6.60
48335,Texas,Mitchell,911.09,10.32
48337,Texas,Montague,930.91,21.18
48339,Texas,Montgomery,1041.73,437.49
48341,Texas,Moore,899.69,24.35
48343,Texas,Morris,251.98,51.33
48345,Texas,Motley,989.56,1.22
48347,Texas,Nacogdoches,946.54,68.17
48349,Texas,Navarro,1009.63,47.28
48351,Texas,Newton,933.68,15.47
48353,Texas,Nolan,912.00,16.68
48355,Texas,Nueces,838.48,405.76
48357,Texas,Ochiltree,917.63,11.14
48359,Texas,Oldham,1500.53,1.37
48361,Texas,Orange,333.67,245.26
48363,Texas,Palo Pinto,951.79,29.53
48365,Texas,Panola,801.75,29.68
48367,Texas,Parker,903.48,129.42
48369,Texas,Parmer,880.78,11.66
48371,Texas,Pecos,4763.85,3.26
48373,Texas,Polk,1057.09,42.96
48375,Texas,Potter,908.37,133.29
48377,Texas,Presidio,3855.24,2.03
48379,Texas,Rains,229.45,47.57
48381,Texas,Randall,911.54,132.44
48383,Texas,Reagan,1175.30,2.86
48385,Texas,Real,699.19,4.73
48387,Texas,Red River,1036.58,12.41
48389,Texas,Reeves,2635.37,5.23
48391,Texas,Refugio,770.44,9.58
48393,Texas,Roberts,924.06,1.01
48395,Texas,Robertson,855.68,19.43
48397,Texas,Rockwall,127.04,616.65
48399,Texas,Runnels,1050.94,9.99
48401,Texas,Rusk,924.03,57.71
48403,Texas,Sabine,491.39,22.05
48405,Texas,San Augustine,530.66,16.71
48407,Texas,San Jacinto,569.24,46.35
48409,Texas,San Patricio,693.45,93.45
48411,Texas,San Saba,1135.30,5.40
48413,Texas,Schleicher,1310.63,2.64
48415,Texas,Scurry,905.44,18.69
48417,Texas,Shackelford,914.29,3.69
48419,Texas,Shelby,795.58,31.99
48421,Texas,Sherman,923.04,3.29
48423,Texas,Smith,921.45,227.59
48425,Texas,Somervell,186.46,45.53
48427,Texas,Starr,1223.18,49.84
48429,Texas,Stephens,896.72,10.74
48431,Texas,Sterling,923.45,1.24
48433,Texas,Stonewall,916.31,1.63
48435,Texas,Sutton,1453.93,2.84
48437,Texas,Swisher,890.16,8.82
48439,Texas,Tarrant,863.61,2094.74
48441,Texas,Taylor,915.55,143.64
48443,Texas,Terrell,2358.03,0.42
48445,Texas,Terry,888.84,14.23
48447,Texas,Throckmorton,912.55,1.80
48449,Texas,Titus,406.05,79.63
48451,Texas,Tom Green,1521.97,72.42
48453,Texas,Travis,990.20,1034.40
48455,Texas,Trinity,693.61,21.03
48457,Texas,Tyler,924.50,23.54
48459,Texas,Upshur,582.95,67.43
48461,Texas,Upton,1241.32,2.70
48463,Texas,Uvalde,1551.95,17.01
48465,Texas,Val Verde,3144.75,15.54
48467,Texas,Van Zandt,842.56,62.40
48469,Texas,Victoria,882.14,98.39
48471,Texas,Walker,784.17,86.54
48473,Texas,Waller,513.43,84.15
48475,Texas,Ward,835.60,12.75
48477,Texas,Washington,603.95,55.83
48479,Texas,Webb,3361.48,74.46
48481,Texas,Wharton,1086.15,38.01
48483,Texas,Wheeler,914.52,5.92
48485,Texas,Wichita,627.78,209.47
48487,Texas,Wilbarger,970.84,13.94
48489,Texas,Willacy,590.55,37.48
48491,Texas,Williamson,1118.30,377.96
48493,Texas,Wilson,803.73,53.40
48495,Texas,Winkler,841.11,8.45
48497,Texas,Wise,904.42,65.38
48499,Texas,Wood,645.23,65.04
48501,Texas,Yoakum,799.71,9.85
48503,Texas,Young,914.47,20.29
48505,Texas,Zapata,998.41,14.04
48507,Texas,Zavala,1297.41,9.00
49001,Utah,Beaver,2589.88,2.56
49003,Utah,Box Elder,5745.55,8.70
49005,Utah,Cache,1164.81,96.72
49007,Utah,Carbon,1478.49,14.48
49009,Utah,Daggett,696.98,1.52
49011,Utah,Davis,298.78,1025.77
49013,Utah,Duchesne,3240.94,5.74
49015,Utah,Emery,4462.31,2.46
49017,Utah,Garfield,5175.12,1.00
49019,Utah,Grand,3671.54,2.51
49021,Utah,Iron,3296.68,14.00
49023,Utah,Juab,3392.28,3.02
49025,Utah,Kane,3990.23,1.79
49027,Utah,Millard,6572.42,1.90
49029,Utah,Morgan,609.20,15.54
49031,Utah,Piute,757.79,2.05
49033,Utah,Rich,1028.77,2.20
49035,Utah,Salt Lake,742.28,1387.15
49037,Utah,San Juan,7819.99,1.89
49039,Utah,Sanpete,1590.15,17.50
49041,Utah,Sevier,1910.58,10.89
49043,Utah,Summit,1871.71,19.41
49045,Utah,Tooele,6941.35,8.39
49047,Utah,Uintah,4479.69,7.27
49049,Utah,Utah,2003.45,257.84
49051,Utah,Wasatch,1175.50,20.02
49053,Utah,Washington,2426.36,56.92
49055,Utah,Wayne,2460.68,1.13
49057,Utah,Weber,576.08,401.39
50001,Vermont,Addison,766.33,48.05
50003,Vermont,Bennington,674.98,55.00
50005,Vermont,Caledonia,648.86,48.13
50007,Vermont,Chittenden,536.58,291.75
50009,Vermont,Essex,663.60,9.50
50011,Vermont,Franklin,633.71,75.34
50013,Vermont,Grand Isle,81.81,85.20
50015,Vermont,Lamoille,458.80,53.35
50017,Vermont,Orange,687.03,42.12
50019,Vermont,Orleans,693.27,39.28
50021,Vermont,Rutland,929.82,66.29
50023,Vermont,Washington,687.23,86.63
50025,Vermont,Windham,785.31,56.68
50027,Vermont,Windsor,969.34,58.46
51001,Virginia,Accomack,449.50,73.78
51003,Virginia,Albemarle,720.70,137.33
51005,Virginia,Alleghany,445.46,36.48
51007,Virginia,Amelia,355.27,35.72
51009,Virginia,Amherst,473.93,68.26
51011,Virginia,Appomattox,333.49,44.90
51013,Virginia,Arlington,25.97,7993.50
51015,Virginia,Augusta,967.00,76.27
51017,Virginia,Bath,529.16,8.94
51019,Virginia,Bedford,753.02,91.20
51021,Virginia,Bland,357.72,19.08
51023,Virginia,Botetourt,541.20,61.25
51025,Virginia,Brunswick,566.17,30.79
51027,Virginia,Buchanan,502.76,47.93
51029,Virginia,Buckingham,579.66,29.58
51031,Virginia,Campbell,503.87,108.84
51033,Virginia,Caroline,527.51,54.11
51035,Virginia,Carroll,474.69,63.29
51036,Virginia,Charles City,182.82,39.69
51037,Virginia,Charlotte,475.27,26.48
51041,Virginia,Chesterfield,423.30,747.08
51043,Virginia,Clarke,176.18,79.66
51045,Virginia,Craig,329.53,15.75
51047,Virginia,Culpeper,379.23,123.11
51049,Virginia,Cumberland,297.46,33.79
51051,Virginia,Dickenson,330.53,48.11
51053,Virginia,Dinwiddie,503.72,55.59
51057,Virginia,Essex,257.12,43.37
51059,Virginia,Fairfax,390.97,2766.78
51061,Virginia,Fauquier,647.45,100.71
51063,Virginia,Floyd,380.42,40.16
51065,Virginia,Fluvanna,286.01,89.83
51067,Virginia,Franklin,690.43,81.34
51069,Virginia,Frederick,413.50,189.37
51071,Virginia,Giles,355.78,48.59
51073,Virginia,Gloucester,217.81,169.22
51075,Virginia,Goochland,281.42,77.17
51077,Virginia,Grayson,442.17,35.13
51079,Virginia,Greene,156.25,117.78
51081,Virginia,Greensville,295.23,41.47
51083,Virginia,Halifax,817.84,44.31
51085,Virginia,Hanover,468.54,213.14
51087,Virginia,Henrico,233.70,1313.39
51089,Virginia,Henry,382.33,141.63
51091,Virginia,Highland,415.16,5.59
51093,Virginia,Isle Of Wight,315.61,111.75
51095,Virginia,James City,142.44,470.45
51097,Virginia,King And Queen,315.14,22.04
51099,Virginia,King George,179.64,131.29
51101,Virginia,King William,273.94,58.17
51103,Virginia,Lancaster,133.25,85.49
51105,Virginia,Lee,435.52,58.75
51107,Virginia,Loudoun,515.56,605.77
51109,Virginia,Louisa,496.30,66.80
51111,Virginia,Lunenburg,431.68,29.92
51113,Virginia,Madison,320.68,41.50
51115,Virginia,Mathews,85.93,104.48
51117,Virginia,Mecklenburg,625.49,52.32
51119,Virginia,Middlesex,130.31,84.10
51121,Virginia,Montgomery,387.01,243.90
51125,Virginia,Nelson,470.86,31.90
51127,Virginia,New Kent,209.73,87.87
51131,Virginia,Northampton,211.61,58.55
51133,Virginia,Northumberland,191.30,64.46
51135,Virginia,Nottoway,314.39,50.42
51137,Virginia,Orange,340.78,98.25
51139,Virginia,Page,310.86,77.34
51141,Virginia,Patrick,483.10,38.27
51143,Virginia,Pittsylvania,968.94,65.54
51145,Virginia,Powhatan,260.22,107.78
51147,Virginia,Prince Edward,349.96,66.77
51149,Virginia,Prince George,265.16,134.73
51153,Virginia,Prince William,336.40,1195.01
51155,Virginia,Pulaski,319.86,109.02
51157,Virginia,Rappahannock,266.23,27.69
51159,Virginia,Richmond,191.49,48.33
51161,Virginia,Roanoke,250.52,368.74
51163,Virginia,Rockbridge,597.56,37.33
51165,Virginia,Rockingham,849.09,89.88
51167,Virginia,Russell,473.82,60.99
51169,Virginia,Scott,535.53,43.28
51171,Virginia,Shenandoah,508.78,82.54
51173,Virginia,Smyth,450.93,71.43
51175,Virginia,Southampton,599.14,30.99
51177,Virginia,Spotsylvania,401.50,304.85
51179,Virginia,Stafford,268.96,479.49
51181,Virginia,Surry,278.95,25.30
51183,Virginia,Sussex,490.22,24.66
51185,Virginia,Tazewell,518.85,86.88
51187,Virginia,Warren,213.47,176.02
51191,Virginia,Washington,560.97,97.82
51193,Virginia,Westmoreland,229.37,76.09
51195,Virginia,Wise,403.19,102.81
51197,Virginia,Wythe,461.82,63.30
51199,Virginia,York,104.78,624.77
51510,Virginia,Alexandria City,15.03,9314.31
51515,Virginia,Bedford City,6.88,904.61
51520,Virginia,Bristol City,13.01,1370.55
51530,Virginia,Buena Vista City,6.70,992.00
51540,Virginia,Charlottesville City,10.24,4246.26
51550,Virginia,Chesapeake City,340.80,652.02
51570,Virginia,Colonial Heights City,7.52,2315.35
51580,Virginia,Covington City,5.47,1090.06
51590,Virginia,Danville City,42.93,1002.82
51595,Virginia,Emporia City,6.89,859.76
51600,Virginia,Fairfax City,6.24,3616.65
51610,Virginia,Falls Church City,2.00,6169.77
51620,Virginia,Franklin City,8.21,1045.85
51630,Virginia,Fredericksburg City,10.44,2326.21
51640,Virginia,Galax City,8.24,854.65
51650,Virginia,Hampton City,51.41,2673.16
51660,Virginia,Harrisonburg City,17.42,2808.23
51670,Virginia,Hopewell City,10.28,2197.95
51678,Virginia,Lexington City,2.50,2820.30
51680,Virginia,Lynchburg City,49.13,1538.20
51683,Virginia,Manassas City,9.88,3827.77
51685,Virginia,Manassas Park City,2.53,5633.14
51690,Virginia,Martinsville City,10.96,1261.47
51700,Virginia,Newport News City,68.71,2630.03
51710,Virginia,Norfolk City,54.12,4486.35
51720,Virginia,Norton City,7.48,529.08
51730,Virginia,Petersburg City,22.93,1413.76
51735,Virginia,Poquoson City,15.32,793.26
51740,Virginia,Portsmouth City,33.65,2838.86
51750,Virginia,Radford City,9.87,1662.15
51760,Virginia,Richmond City,59.81,3414.65
51770,Virginia,Roanoke City,42.56,2279.80
51775,Virginia,Salem City,14.44,1718.00
51790,Virginia,Staunton City,19.98,1188.77
51800,Virginia,Suffolk City,400.17,211.37
51810,Virginia,Virginia Beach City,249.02,1758.90
51820,Virginia,Waynesboro City,15.04,1396.77
51830,Virginia,Williamsburg City,9.02,1559.29
51840,Virginia,Winchester City,9.23,2838.06
53001,Washington,Adams,1924.98,9.73
53003,Washington,Asotin,636.21,33.99
53005,Washington,Benton,1700.38,103.02
53007,Washington,Chelan,2920.52,24.81
53009,Washington,Clallam,1738.33,41.08
53011,Washington,Clark,629.00,676.25
53013,Washington,Columbia,868.63,4.69
53015,Washington,Cowlitz,1140.13,89.82
53017,Washington,Douglas,1819.26,21.12
53019,Washington,Ferry,2203.16,3.43
53021,Washington,Franklin,1242.17,62.92
53023,Washington,Garfield,710.69,3.19
53025,Washington,Grant,2679.51,33.26
53027,Washington,Grays Harbor,1902.03,38.27
53029,Washington,Island,208.45,376.62
53031,Washington,Jefferson,1803.70,16.56
53033,Washington,King,2115.57,912.88
53035,Washington,Kitsap,394.94,635.87
53037,Washington,Kittitas,2297.27,17.81
53039,Washington,Klickitat,1871.31,10.86
53041,Washington,Lewis,2402.80,31.40
53043,Washington,Lincoln,2310.49,4.57
53045,Washington,Mason,959.42,63.27
53047,Washington,Okanogan,5267.98,7.81
53049,Washington,Pacific,932.66,22.43
53051,Washington,Pend Oreille,1399.99,9.29
53053,Washington,Pierce,1669.51,476.32
53055,Washington,San Juan,173.91,90.67
53057,Washington,Skagit,1731.20,67.53
53059,Washington,Skamania,1655.68,6.68
53061,Washington,Snohomish,2087.27,341.75
53063,Washington,Spokane,1763.79,267.16
53065,Washington,Stevens,2477.76,17.57
53067,Washington,Thurston,721.96,349.41
53069,Washington,Wahkiakum,263.38,15.10
53071,Washington,Walla Walla,1270.13,46.28
53073,Washington,Whatcom,2106.86,95.47
53075,Washington,Whitman,2159.09,20.74
53077,Washington,Yakima,4295.40,56.63
54001,West Virginia,Barbour,341.06,48.64
54003,West Virginia,Berkeley,321.14,324.37
54005,West Virginia,Boone,501.54,49.11
54007,West Virginia,Braxton,510.81,28.43
54009,West Virginia,Brooke,89.20,269.82
54011,West Virginia,Cabell,281.02,342.75
54013,West Virginia,Calhoun,279.25,27.31
54015,West Virginia,Clay,341.90,27.45
54017,West Virginia,Doddridge,319.72,25.65
54019,West Virginia,Fayette,661.55,69.59
54021,West Virginia,Gilmer,338.50,25.68
54023,West Virginia,Grant,477.37,25.01
54025,West Virginia,Greenbrier,1019.57,34.80
54027,West Virginia,Hampshire,640.25,37.43
54029,West Virginia,Hancock,82.61,371.34
54031,West Virginia,Hardy,582.31,24.09
54033,West Virginia,Harrison,416.01,166.10
54035,West Virginia,Jackson,464.35,62.91
54037,West Virginia,Jefferson,209.63,255.20
54039,West Virginia,Kanawha,901.59,214.14
54041,West Virginia,Lewis,384.90,42.54
54043,West Virginia,Lincoln,437.04,49.70
54045,West Virginia,Logan,453.74,80.98
54047,West Virginia,McDowell,533.46,41.45
54049,West Virginia,Marion,308.74,182.74
54051,West Virginia,Marshall,305.43,108.39
54053,West Virginia,Mason,430.75,63.43
54055,West Virginia,Mercer,418.99,148.60
54057,West Virginia,Mineral,327.83,86.06
54059,West Virginia,Mingo,423.11,63.43
54061,West Virginia,Monongalia,360.06,267.15
54063,West Virginia,Monroe,472.75,28.56
54065,West Virginia,Morgan,229.07,76.57
54067,West Virginia,Nicholas,646.82,40.56
54069,West Virginia,Ohio,105.82,419.99
54071,West Virginia,Pendleton,696.05,11.06
54073,West Virginia,Pleasants,130.10,58.45
54075,West Virginia,Pocahontas,940.28,9.27
54077,West Virginia,Preston,648.80,51.66
54079,West Virginia,Putnam,345.67,160.52
54081,West Virginia,Raleigh,605.35,130.27
54083,West Virginia,Randolph,1039.68,28.28
54085,West Virginia,Ritchie,451.99,23.12
54087,West Virginia,Roane,483.56,30.87
54089,West Virginia,Summers,360.46,38.64
54091,West Virginia,Taylor,172.77,97.79
54093,West Virginia,Tucker,418.92,17.05
54095,West Virginia,Tyler,256.29,35.93
54097,West Virginia,Upshur,354.64,68.39
54099,West Virginia,Wayne,505.98,83.96
54101,West Virginia,Webster,553.47,16.54
54103,West Virginia,Wetzel,358.06,46.31
54105,West Virginia,Wirt,232.51,24.59
54107,West Virginia,Wood,366.26,237.42
54109,West Virginia,Wyoming,499.45,47.64
55001,Wisconsin,Adams,645.65,32.33
55003,Wisconsin,Ashland,1045.04,15.46
55005,Wisconsin,Barron,862.71,53.17
55007,Wisconsin,Bayfield,1477.86,10.16
55009,Wisconsin,Brown,529.71,468.20
55011,Wisconsin,Buffalo,671.63,20.23
55013,Wisconsin,Burnett,821.85,18.81
55015,Wisconsin,Calumet,318.24,153.88
55017,Wisconsin,Chippewa,1008.37,61.90
55019,Wisconsin,Clark,1209.82,28.67
55021,Wisconsin,Columbia,765.53,74.24
55023,Wisconsin,Crawford,570.66,29.17
55025,Wisconsin,Dane,1197.24,407.67
55027,Wisconsin,Dodge,875.62,101.37
55029,Wisconsin,Door,481.98,57.65
55031,Wisconsin,Douglas,1304.14,33.86
55033,Wisconsin,Dunn,850.11,51.59
55035,Wisconsin,Eau Claire,637.98,154.76
55037,Wisconsin,Florence,488.20,9.06
55039,Wisconsin,Fond du Lac,719.55,141.24
55041,Wisconsin,Forest,1014.07,9.17
55043,Wisconsin,Grant,1146.85,44.65
55045,Wisconsin,Green,583.96,63.09
55047,Wisconsin,Green Lake,349.44,54.52
55049,Wisconsin,Iowa,762.58,31.06
55051,Wisconsin,Iron,758.17,7.80
55053,Wisconsin,Jackson,987.72,20.70
55055,Wisconsin,Jefferson,556.47,150.39
55057,Wisconsin,Juneau,766.93,34.77
55059,Wisconsin,Kenosha,271.99,611.88
55061,Wisconsin,Kewaunee,342.52,60.07
55063,Wisconsin,La Crosse,451.69,253.80
55065,Wisconsin,Lafayette,633.59,26.57
55067,Wisconsin,Langlade,870.64,22.95
55069,Wisconsin,Lincoln,878.97,32.70
55071,Wisconsin,Manitowoc,589.08,138.25
55073,Wisconsin,Marathon,1544.98,86.77
55075,Wisconsin,Marinette,1399.35,29.83
55077,Wisconsin,Marquette,455.60,33.81
55078,Wisconsin,Menominee,357.61,11.83
55079,Wisconsin,Milwaukee,241.40,3925.96
55081,Wisconsin,Monroe,900.78,49.59
55083,Wisconsin,Oconto,997.99,37.74
55085,Wisconsin,Oneida,1112.97,32.34
55087,Wisconsin,Outagamie,637.52,277.16
55089,Wisconsin,Ozaukee,233.08,370.67
55091,Wisconsin,Pepin,231.98,32.20
55093,Wisconsin,Pierce,573.75,71.49
55095,Wisconsin,Polk,913.96,48.37
55097,Wisconsin,Portage,800.68,87.45
55099,Wisconsin,Price,1254.38,11.29
55101,Wisconsin,Racine,332.50,587.69
55103,Wisconsin,Richland,586.15,30.74
55105,Wisconsin,Rock,718.14,223.26
55107,Wisconsin,Rusk,913.59,16.15
55109,Wisconsin,St Croix,722.33,116.77
55111,Wisconsin,Sauk,830.90,74.59
55113,Wisconsin,Sawyer,1257.30,13.17
55115,Wisconsin,Shawano,893.06,46.97
55117,Wisconsin,Sheboygan,511.27,225.92
55119,Wisconsin,Taylor,974.88,21.22
55121,Wisconsin,Trempealeau,732.96,39.31
55123,Wisconsin,Vernon,791.58,37.61
55125,Wisconsin,Vilas,856.60,25.02
55127,Wisconsin,Walworth,555.13,184.15
55129,Wisconsin,Washburn,797.11,19.96
55131,Wisconsin,Washington,430.70,306.21
55133,Wisconsin,Waukesha,549.57,709.44
55135,Wisconsin,Waupaca,747.71,70.09
55137,Wisconsin,Waushara,626.15,39.12
55139,Wisconsin,Winnebago,434.49,384.35
55141,Wisconsin,Wood,793.12,94.25
56001,Wyoming,Albany,4273.84,8.49
56003,Wyoming,Big Horn,3137.10,3.72
56005,Wyoming,Campbell,4802.71,9.61
56007,Wyoming,Carbon,7897.58,2.01
56009,Wyoming,Converse,4254.88,3.25
56011,Wyoming,Crook,2854.41,2.48
56013,Wyoming,Fremont,9183.81,4.37
56015,Wyoming,Goshen,2225.39,5.95
56017,Wyoming,Hot Springs,2004.09,2.40
56019,Wyoming,Johnson,4154.15,2.06
56021,Wyoming,Laramie,2685.91,34.16
56023,Wyoming,Lincoln,4076.13,4.44
56025,Wyoming,Natrona,5340.35,14.13
56027,Wyoming,Niobrara,2626.04,0.95
56029,Wyoming,Park,6942.08,4.06
56031,Wyoming,Platte,2084.21,4.16
56033,Wyoming,Sheridan,2523.99,11.54
56035,Wyoming,Sublette,4886.54,2.10
56037,Wyoming,Sweetwater,10426.65,4.20
56039,Wyoming,Teton,3995.38,5.33
56041,Wyoming,Uinta,2081.26,10.15
56043,Wyoming,Washakie,2238.55,3.81
56045,Wyoming,Weston,2398.09,3.01
