,countyfips,STNAME,CTYNAME,TOT_POP,PercentHBAC,dens2010,turnout,Q13,EQ_DRE with and without paper trail,EQ_DRE without paper trail,EQ_Mail,EQ_Paper and DRE with and without paper trail,EQ_Paper and DRE with paper trail,EQ_Paper and DRE without paper trail,EQ_Paper ballot
642,6103,California,Tehama County,63916,0.00428687652543964,21.52,0.3550948082890239,1.0,0,0,0,0,1,0,0
643,8001,Colorado,Adams County,511868,0.0107703548571116,378.2,0.4756196448360678,1.0,0,0,1,0,0,0,0
644,8001,Colorado,Adams County,511868,0.0107703548571116,378.2,0.4756196448360678,1.0,0,0,1,0,0,0,0
645,8001,Colorado,Adams County,511868,0.0107703548571116,378.2,0.4756196448360678,1.0,0,0,1,0,0,0,0
646,8001,Colorado,Adams County,511868,0.0107703548571116,378.2,0.4756196448360678,1.0,0,0,1,0,0,0,0
647,8003,Colorado,Alamosa County,16683,0.011089132650002997,21.37,0.4756196448360678,2.0,0,0,1,0,0,0,0
648,8005,Colorado,Arapahoe County,651215,0.012565742496717673,716.71,0.4756196448360678,1.0,0,0,1,0,0,0,0
649,8005,Colorado,Arapahoe County,651215,0.012565742496717673,716.71,0.4756196448360678,4.0,0,0,1,0,0,0,0
650,8005,Colorado,Arapahoe County,651215,0.012565742496717673,716.71,0.4756196448360678,1.0,0,0,1,0,0,0,0
651,8005,Colorado,Arapahoe County,651215,0.012565742496717673,716.71,0.4756196448360678,3.0,0,0,1,0,0,0,0
652,8013,Colorado,Boulder County,326078,0.0031556866761940396,405.58,0.4756196448360678,1.0,0,0,1,0,0,0,0
653,8021,Colorado,Conejos County,8200,0.006951219512195122,20.89,0.4756196448360678,1.0,0,0,1,0,0,0,0
654,8029,Colorado,Delta County,30953,0.0029076341550092074,41.9,0.4756196448360678,4.0,0,0,1,0,0,0,0
655,8031,Colorado,Denver County,716492,0.01265471212518772,525.51,0.4756196448360678,1.0,0,0,1,0,0,0,0
656,8031,Colorado,Denver County,716492,0.01265471212518772,525.51,0.4756196448360678,2.0,0,0,1,0,0,0,0
657,8031,Colorado,Denver County,716492,0.01265471212518772,525.51,0.4756196448360678,4.0,0,0,1,0,0,0,0
658,8031,Colorado,Denver County,716492,0.01265471212518772,525.51,0.4756196448360678,1.0,0,0,1,0,0,0,0
659,8031,Colorado,Denver County,716492,0.01265471212518772,525.51,0.4756196448360678,1.0,0,0,1,0,0,0,0
660,8041,Colorado,El Paso County,713856,0.012963398780706473,336.2,0.4756196448360678,1.0,0,0,1,0,0,0,0
661,8041,Colorado,El Paso County,713856,0.012963398780706473,336.2,0.4756196448360678,1.0,0,0,1,0,0,0,0
662,8041,Colorado,El Paso County,713856,0.012963398780706473,336.2,0.4756196448360678,1.0,0,0,1,0,0,0,0
663,8043,Colorado,Fremont County,48021,0.0020199496053809793,22.02,0.4756196448360678,1.0,0,0,1,0,0,0,0
664,8059,Colorado,Jefferson County,580233,0.004187972762666033,331.25,0.4756196448360678,2.0,0,0,1,0,0,0,0
665,8059,Colorado,Jefferson County,580233,0.004187972762666033,331.25,0.4756196448360678,1.0,0,0,1,0,0,0,0
666,8059,Colorado,Jefferson County,580233,0.004187972762666033,331.25,0.4756196448360678,1.0,0,0,1,0,0,0,0
667,8059,Colorado,Jefferson County,580233,0.004187972762666033,331.25,0.4756196448360678,1.0,0,0,1,0,0,0,0
668,8059,Colorado,Jefferson County,580233,0.004187972762666033,331.25,0.4756196448360678,5.0,0,0,1,0,0,0,0
669,8059,Colorado,Jefferson County,580233,0.004187972762666033,331.25,0.4756196448360678,1.0,0,0,1,0,0,0,0
670,8069,Colorado,Larimer County,350518,0.0030041253230932504,177.08,0.4756196448360678,2.0,0,0,1,0,0,0,0
671,8069,Colorado,Larimer County,350518,0.0030041253230932504,177.08,0.4756196448360678,2.0,0,0,1,0,0,0,0
672,8069,Colorado,Larimer County,350518,0.0030041253230932504,177.08,0.4756196448360678,1.0,0,0,1,0,0,0,0
673,8069,Colorado,Larimer County,350518,0.0030041253230932504,177.08,0.4756196448360678,1.0,0,0,1,0,0,0,0
674,8069,Colorado,Larimer County,350518,0.0030041253230932504,177.08,0.4756196448360678,1.0,0,0,1,0,0,0,0
675,8077,Colorado,Mesa County,153207,0.004014176897922419,79.8,0.4756196448360678,2.0,0,0,1,0,0,0,0
676,8101,Colorado,Pueblo County,167529,0.010046021882778504,97.08,0.4756196448360678,3.0,0,0,1,0,0,0,0
677,8117,Colorado,Summit County,31007,0.0033540813364724095,46.02,0.4756196448360678,1.0,0,0,1,0,0,0,0
678,8123,Colorado,Weld County,314305,0.005440575237428612,63.41,0.4756196448360678,1.0,0,0,1,0,0,0,0
679,8123,Colorado,Weld County,314305,0.005440575237428612,63.41,0.4756196448360678,1.0,0,0,1,0,0,0,0
680,8123,Colorado,Weld County,314305,0.005440575237428612,63.41,0.4756196448360678,1.0,0,0,1,0,0,0,0
681,8123,Colorado,Weld County,314305,0.005440575237428612,63.41,0.4756196448360678,1.0,0,0,1,0,0,0,0
682,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
683,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
684,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
685,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
686,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,3.0,0,0,0,0,0,0,1
687,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
688,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,3.0,0,0,0,0,0,0,1
689,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
690,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,4.0,0,0,0,0,0,0,1
691,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
692,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
693,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
694,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
695,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
696,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
697,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,3.0,0,0,0,0,0,0,1
698,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
699,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
700,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
701,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
702,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
703,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
704,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,3.0,0,0,0,0,0,0,1
705,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
706,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
707,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
708,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
709,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,4.0,0,0,0,0,0,0,1
710,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
711,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
712,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
713,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
714,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
715,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,3.0,0,0,0,0,0,0,1
716,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
717,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,3.0,0,0,0,0,0,0,1
718,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,3.0,0,0,0,0,0,0,1
719,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
720,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
721,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
722,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,3.0,0,0,0,0,0,0,1
723,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
724,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
725,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
726,9001,Connecticut,Fairfield County,943823,0.022567790782805675,1467.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
727,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,3.0,0,0,0,0,0,0,1
728,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
729,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
730,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
731,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
732,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
733,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
734,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
735,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
736,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,3.0,0,0,0,0,0,0,1
737,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
738,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
739,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
740,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
741,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
742,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
743,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
744,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
745,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
746,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
747,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
748,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
749,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
750,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
751,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
752,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
753,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
754,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
755,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
756,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
757,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,4.0,0,0,0,0,0,0,1
758,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,3.0,0,0,0,0,0,0,1
759,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
760,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
761,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
762,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
763,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
764,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
765,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
766,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
767,9003,Connecticut,Hartford County,892697,0.030227501604687818,1216.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
768,9005,Connecticut,Litchfield County,181111,0.008580373362192247,206.32,0.46165715756353287,2.0,0,0,0,0,0,0,1
769,9005,Connecticut,Litchfield County,181111,0.008580373362192247,206.32,0.46165715756353287,2.0,0,0,0,0,0,0,1
770,9005,Connecticut,Litchfield County,181111,0.008580373362192247,206.32,0.46165715756353287,2.0,0,0,0,0,0,0,1
771,9005,Connecticut,Litchfield County,181111,0.008580373362192247,206.32,0.46165715756353287,2.0,0,0,0,0,0,0,1
772,9005,Connecticut,Litchfield County,181111,0.008580373362192247,206.32,0.46165715756353287,2.0,0,0,0,0,0,0,1
773,9005,Connecticut,Litchfield County,181111,0.008580373362192247,206.32,0.46165715756353287,2.0,0,0,0,0,0,0,1
774,9005,Connecticut,Litchfield County,181111,0.008580373362192247,206.32,0.46165715756353287,1.0,0,0,0,0,0,0,1
775,9005,Connecticut,Litchfield County,181111,0.008580373362192247,206.32,0.46165715756353287,1.0,0,0,0,0,0,0,1
776,9005,Connecticut,Litchfield County,181111,0.008580373362192247,206.32,0.46165715756353287,1.0,0,0,0,0,0,0,1
777,9005,Connecticut,Litchfield County,181111,0.008580373362192247,206.32,0.46165715756353287,1.0,0,0,0,0,0,0,1
778,9005,Connecticut,Litchfield County,181111,0.008580373362192247,206.32,0.46165715756353287,1.0,0,0,0,0,0,0,1
779,9005,Connecticut,Litchfield County,181111,0.008580373362192247,206.32,0.46165715756353287,1.0,0,0,0,0,0,0,1
780,9005,Connecticut,Litchfield County,181111,0.008580373362192247,206.32,0.46165715756353287,2.0,0,0,0,0,0,0,1
781,9007,Connecticut,Middlesex County,162682,0.009011445642418953,448.62,0.46165715756353287,2.0,0,0,0,0,0,0,1
782,9007,Connecticut,Middlesex County,162682,0.009011445642418953,448.62,0.46165715756353287,1.0,0,0,0,0,0,0,1
783,9007,Connecticut,Middlesex County,162682,0.009011445642418953,448.62,0.46165715756353287,1.0,0,0,0,0,0,0,1
784,9007,Connecticut,Middlesex County,162682,0.009011445642418953,448.62,0.46165715756353287,3.0,0,0,0,0,0,0,1
785,9007,Connecticut,Middlesex County,162682,0.009011445642418953,448.62,0.46165715756353287,1.0,0,0,0,0,0,0,1
786,9007,Connecticut,Middlesex County,162682,0.009011445642418953,448.62,0.46165715756353287,1.0,0,0,0,0,0,0,1
787,9007,Connecticut,Middlesex County,162682,0.009011445642418953,448.62,0.46165715756353287,2.0,0,0,0,0,0,0,1
788,9007,Connecticut,Middlesex County,162682,0.009011445642418953,448.62,0.46165715756353287,2.0,0,0,0,0,0,0,1
789,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,1.0,0,0,0,0,0,0,1
790,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,3.0,0,0,0,0,0,0,1
791,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,2.0,0,0,0,0,0,0,1
792,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,2.0,0,0,0,0,0,0,1
793,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,1.0,0,0,0,0,0,0,1
794,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,3.0,0,0,0,0,0,0,1
795,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,3.0,0,0,0,0,0,0,1
796,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,2.0,0,0,0,0,0,0,1
797,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,1.0,0,0,0,0,0,0,1
798,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,1.0,0,0,0,0,0,0,1
799,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,1.0,0,0,0,0,0,0,1
800,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,3.0,0,0,0,0,0,0,1
801,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,2.0,0,0,0,0,0,0,1
802,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,2.0,0,0,0,0,0,0,1
803,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,1.0,0,0,0,0,0,0,1
804,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,3.0,0,0,0,0,0,0,1
805,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,2.0,0,0,0,0,0,0,1
806,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,2.0,0,0,0,0,0,0,1
807,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,2.0,0,0,0,0,0,0,1
808,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,2.0,0,0,0,0,0,0,1
809,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,2.0,0,0,0,0,0,0,1
810,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,2.0,0,0,0,0,0,0,1
811,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,1.0,0,0,0,0,0,0,1
812,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,1.0,0,0,0,0,0,0,1
813,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,2.0,0,0,0,0,0,0,1
814,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,1.0,0,0,0,0,0,0,1
815,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,1.0,0,0,0,0,0,0,1
816,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,1.0,0,0,0,0,0,0,1
817,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,1.0,0,0,0,0,0,0,1
818,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,1.0,0,0,0,0,0,0,1
819,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,2.0,0,0,0,0,0,0,1
820,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,4.0,0,0,0,0,0,0,1
821,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,2.0,0,0,0,0,0,0,1
822,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,1.0,0,0,0,0,0,0,1
823,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,3.0,0,0,0,0,0,0,1
824,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,2.0,0,0,0,0,0,0,1
825,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,3.0,0,0,0,0,0,0,1
826,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,3.0,0,0,0,0,0,0,1
827,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,2.0,0,0,0,0,0,0,1
828,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,2.0,0,0,0,0,0,0,1
829,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,4.0,0,0,0,0,0,0,1
830,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,1.0,0,0,0,0,0,0,1
831,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,2.0,0,0,0,0,0,0,1
832,9009,Connecticut,New Haven County,857620,0.02651873790256757,1426.75,0.46165715756353287,1.0,0,0,0,0,0,0,1
833,9011,Connecticut,New London County,266784,0.017729698932469715,412.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
834,9011,Connecticut,New London County,266784,0.017729698932469715,412.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
835,9011,Connecticut,New London County,266784,0.017729698932469715,412.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
836,9011,Connecticut,New London County,266784,0.017729698932469715,412.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
837,9011,Connecticut,New London County,266784,0.017729698932469715,412.19,0.46165715756353287,3.0,0,0,0,0,0,0,1
838,9011,Connecticut,New London County,266784,0.017729698932469715,412.19,0.46165715756353287,3.0,0,0,0,0,0,0,1
839,9011,Connecticut,New London County,266784,0.017729698932469715,412.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
840,9011,Connecticut,New London County,266784,0.017729698932469715,412.19,0.46165715756353287,2.0,0,0,0,0,0,0,1
841,9011,Connecticut,New London County,266784,0.017729698932469715,412.19,0.46165715756353287,1.0,0,0,0,0,0,0,1
842,9013,Connecticut,Tolland County,150921,0.006844640573545099,372.22,0.46165715756353287,2.0,0,0,0,0,0,0,1
843,9013,Connecticut,Tolland County,150921,0.006844640573545099,372.22,0.46165715756353287,2.0,0,0,0,0,0,0,1
844,9013,Connecticut,Tolland County,150921,0.006844640573545099,372.22,0.46165715756353287,1.0,0,0,0,0,0,0,1
845,9013,Connecticut,Tolland County,150921,0.006844640573545099,372.22,0.46165715756353287,3.0,0,0,0,0,0,0,1
846,9013,Connecticut,Tolland County,150921,0.006844640573545099,372.22,0.46165715756353287,2.0,0,0,0,0,0,0,1
847,9013,Connecticut,Tolland County,150921,0.006844640573545099,372.22,0.46165715756353287,2.0,0,0,0,0,0,0,1
848,9013,Connecticut,Tolland County,150921,0.006844640573545099,372.22,0.46165715756353287,1.0,0,0,0,0,0,0,1
849,9013,Connecticut,Tolland County,150921,0.006844640573545099,372.22,0.46165715756353287,2.0,0,0,0,0,0,0,1
850,9013,Connecticut,Tolland County,150921,0.006844640573545099,372.22,0.46165715756353287,1.0,0,0,0,0,0,0,1
851,9013,Connecticut,Tolland County,150921,0.006844640573545099,372.22,0.46165715756353287,1.0,0,0,0,0,0,0,1
852,9015,Connecticut,Windham County,117027,0.017329334256197287,230.89,0.46165715756353287,2.0,0,0,0,0,0,0,1
853,9015,Connecticut,Windham County,117027,0.017329334256197287,230.89,0.46165715756353287,2.0,0,0,0,0,0,0,1
854,9015,Connecticut,Windham County,117027,0.017329334256197287,230.89,0.46165715756353287,1.0,0,0,0,0,0,0,1
855,9015,Connecticut,Windham County,117027,0.017329334256197287,230.89,0.46165715756353287,2.0,0,0,0,0,0,0,1
856,9015,Connecticut,Windham County,117027,0.017329334256197287,230.89,0.46165715756353287,1.0,0,0,0,0,0,0,1
857,9015,Connecticut,Windham County,117027,0.017329334256197287,230.89,0.46165715756353287,2.0,0,0,0,0,0,0,1
858,9015,Connecticut,Windham County,117027,0.017329334256197287,230.89,0.46165715756353287,2.0,0,0,0,0,0,0,1
859,10001,Delaware,Kent County,178550,0.01632595911509381,276.9,0.4515375497891433,2.0,0,1,0,0,0,0,0
860,10001,Delaware,Kent County,178550,0.01632595911509381,276.9,0.4515375497891433,2.0,0,1,0,0,0,0,0
861,10001,Delaware,Kent County,178550,0.01632595911509381,276.9,0.4515375497891433,1.0,0,1,0,0,0,0,0
862,10001,Delaware,Kent County,178550,0.01632595911509381,276.9,0.4515375497891433,3.0,0,1,0,0,0,0,0
863,10001,Delaware,Kent County,178550,0.01632595911509381,276.9,0.4515375497891433,2.0,0,1,0,0,0,0,0
864,10001,Delaware,Kent County,178550,0.01632595911509381,276.9,0.4515375497891433,1.0,0,1,0,0,0,0,0
865,10001,Delaware,Kent County,178550,0.01632595911509381,276.9,0.4515375497891433,2.0,0,1,0,0,0,0,0
866,10001,Delaware,Kent County,178550,0.01632595911509381,276.9,0.4515375497891433,1.0,0,1,0,0,0,0,0
867,10001,Delaware,Kent County,178550,0.01632595911509381,276.9,0.4515375497891433,1.0,0,1,0,0,0,0,0
868,10001,Delaware,Kent County,178550,0.01632595911509381,276.9,0.4515375497891433,1.0,0,1,0,0,0,0,0
869,10001,Delaware,Kent County,178550,0.01632595911509381,276.9,0.4515375497891433,2.0,0,1,0,0,0,0,0
870,10001,Delaware,Kent County,178550,0.01632595911509381,276.9,0.4515375497891433,2.0,0,1,0,0,0,0,0
